No,Profile_ID,Date_time,Aspect,X-Coordinate (m),Y-Coordinate (m),Elevation (m a.s.l.),Slope_angle (degrees),Profile_class,5-class_Stability,RB_score,RB_release_type,Fracture_plane_quality,S2008_1 [RB],S2008_2 [RT],S2008_3 [Lemons],3-class_Stability [sum S2008: 1+2+3],4-class_Stability [Techel],RB_height (cm),Snow_depth (cm),Slab_thickness (cm),FL_Thickness (cm),AL_Thickness (cm),FL_Grain_size_avg (mm),AL_Grain_size_avg (mm),FL_Grain_size_max (mm),AL_Grain_size_max (mm),FL_Grain_type1,FL_Grain_type2,FL_Hardness,FL_Top_Height (cm),FL_Bottom_Height (cm),AL_Top_Height (cm),AL_Bottom_Height (cm),AL_Hardness,Hard_Diff,Abs_Hard_Diff,Grain_Size_Diff (mm),FL_location,Lemon1_E,Lemon2_R,Lemon3_F,Lemon4_dE,Lemon5_dR,Lemon6_FLD,Lemons_FL,Whumpfs,Cracks,Avalanche_activity,LN_Local_danger_level_nowcast,LN_rounded,RF_Regional _danger_level_forecast,Deviation [LN-RF],SNPK_Index,SNPK_Index_Class,HN24 (cm),HN3d (cm)
184,25930,13-03-2008 14:15,NE,780194,188957,2510,36,4,1,2,1,1,1,1,0,1,1,79.5,124,44.5,13.5,0.5,1,0.25,2,0.75,4,9,1,79.5,66,80,79.5,2,1,1,1,1,1,1,1,1,0,1,5,1,1,1,3,3,3,0,2.052,2,14,39
185,26730,18-03-2008 12:50,NE,779341,186591,2425,34,6,4,4,2,3,0,0,0,3,4,160,200,40,14.8,18,0.25,0.25,0.5,0.5,3,3,1.5,174.8,160,160,142,2,-0.5,0.5,0,0,0,1,0,0,0,1,2,1,0,1,2,2,2,0,0.678,5,9,31
186,43170,28-11-2008 08:40,N,781298,190208,2465,30,7,4,6,3,1,0,0,0,3,4,66.7,92,25.3,12.7,0.3,1,0.5,1,1,4,4,1,66.7,54,67,66.7,3,2,2,0.25,1,0,1,1,0,1,1,4,0,0,0,1,1,2,-1,0.667,5,0,5
187,43250,28-11-2008 10:00,E,780290,189910,2670,37,4,5,6,3,1,0,0,0,3,4,87,124,37,23,24,0.25,0.1,0.5,0.25,3,3,2.5,110,87,87,63,3,-0.5,0.5,0.2,0,0,0,0,0,0,1,1,0,0,0,1,1,2,-1,1.243,4,0,8
188,43290,29-11-2008 10:30,N,789060,178980,1945,35,2,1,2,1,1,1,1,1,1,1,10,50,40,10,10,2,1,3,1,5,4,1,10,0,20,10,2,1,1,1.5,1,1,1,1,1,0,1,5,1,0,0,2,2,2,0,1.749,2,0,0
189,43775,2/12/2008 10:45,NE,784418,182863,2410,40,1,3,5,2,3,0,0,1,2,4,9,92,83,9,1,1.5,1,2,1,9,5,1.5,9,0,10,9,2.5,1,1,0.75,1,1,1,1,1,0,1,5,0,0,0,2,2,3,-1,1.535,3,11,22
190,43773,2/12/2008 11:00,W,784650,182020,2480,27,3,2,3,1,2,1,1,0,1,2,36,82,46,19,13.7,1,0.5,1,0.5,9,9,1.5,36,17,49.7,36,2,0.5,0.5,0.5,1,0,1,1,0,0,1,3,0,0,0,2.3,2,3,-1,0.5,5,11,22
191,43778,2/12/2008 11:15,NE,779650,189950,2810,34,6,4,5,3,1,0,0,0,3,4,159,188,29,1,54,0.5,0.5,0.5,0.5,2,2,1.5,160,159,159,105,3.5,-2,2,0,0,0,1,0,0,1,1,3,0,0,0,2,2,3,-1,0.79,4,12.5,26
192,43770,2/12/2008 11:30,N,781250,190180,2460,34,1,3,5,3,2,0,0,0,3,4,35,63,28,13,2,0.25,0.25,0.25,0.25,3,3,2,48,35,35,33,3,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,2.5,3,3,0,1.963,2,11,22
193,43779,2/12/2008 11:30,NE,779820,189825,2800,35,7,4,6,3,1,0,0,0,3,4,145,187,42,10,85,0.5,0.25,0.5,0.25,2,2,3,155,145,145,60,3,0,0,0.25,0,0,0,0,0,0,1,1,0,0,0,2.3,2,3,-1,0.5,5,12.5,26
194,43790,2/12/2008 11:30,SE,780225,189725,2650,35,4,5,6,3,3,0,0,0,3,4,85,133,48,32,20,0.5,0.5,0.5,0.5,3,3,2.5,117,85,85,65,4,-1.5,1.5,0,0,0,0,0,0,0,1,1,0,0,1,3,3,3,0,0.5,5,10.5,21
195,43772,2/12/2008 11:40,N,781400,190200,2450,33,1,3,4,2,2,0,0,0,3,4,70,102,32,10,1,0.5,1,0.5,1,3,3,1,80,70,70,69,4,-3,3,0.5,0,0,1,0,0,1,1,3,0,0,0,2,2,3,-1,0.5,5,11,22
196,44050,4/12/2008 11:15,W,785511,180309,2550,35,3,2,3,2,1,1,0,0,2,3,56,108,52,4,0.5,0.75,0.5,1.25,1,4,4,1,60,56,56,55.5,2.5,-1.5,1.5,0.25,0,0,1,1,0,0,1,3,0,0,0,2,2,2,0,1.596,3,0,10
197,44030,4/12/2008 12:20,SW,781510,188150,2245,30,6,4,6,3,2,0,0,0,3,4,47,65,18,2,1,0.5,0.75,0.75,1.25,4,3,1,49,47,47,46,3.5,-2.5,2.5,0.375,0,0,1,1,0,1,1,4,0,0,0,1.7,2,2,0,0.5,5,0,11
198,44332,9/12/2008 10:00,S,780625,189650,2680,32,6,2,2,2,1,1,0,0,2,2,65,87,22,10,20,0.5,0.5,1,1,4,4,1.5,65,55,85,65,2,0.5,0.5,0,1,0,1,1,0,0,1,3,0,0,0,2,2,2,0,1.613,3,0,13
199,44290,9/12/2008 10:30,NW,781455,178252,2400,40,3,2,2,1,3,1,1,0,1,1,25,130,105,25,20,0.75,0.75,0.75,0.75,9,9,3,25,0,45,25,4,1,1,0,1,0,0,1,0,0,0,1,1,0,0,2,2,2,0,0.5,5,0,9
200,44293,9/12/2008 10:45,E,780300,189650,2650,32,6,4,3,3,2,1,0,0,2,3,103,115,12,12,3,1,0.2,1.5,0.5,2,2,1,115,103,103,100,2.5,-1.5,1.5,0.9,0,1,1,0,1,0,0,3,0,0,1,2,2,2,0,1.21,4,0,13
201,44334,9/12/2008 10:45,N,781128,178146,2400,36,3,3,5,1,1,0,1,1,1,3,36,98,62,5,32,1,0.5,2,0.5,4,4,1,36,31,68,36,3.5,2.5,2.5,1,1,1,1,1,1,1,1,6,0,0,0,2,2,2,0,1.942,2,0,9
202,44331,9/12/2008 11:15,NE,781340,191800,2410,38,4,3,3,2,1,1,0,0,2,3,80,105,25,20,17,0.5,0.5,0.5,0.5,3,3,2,80,60,97,80,3,1,1,0,1,0,0,0,0,0,1,1,0,0,1,2,2,2,0,1.583,3,0,11.5
203,44333,9/12/2008 11:15,NE,781340,191800,2410,34,4,4,5,2,2,0,0,0,3,4,84,114,30,11,57,0.5,0.25,0.75,0.25,2,3,2,95,84,84,27,4,-2,2,0.375,0,0,0,0,0,1,1,2,0,0,1,2,2,2,0,1.576,3,0,11.5
204,44291,9/12/2008 12:45,SW,781180,178766,2265,38,6,2,2,1,1,1,1,0,1,1,43,68,25,22,1,0.5,0.5,0.75,0.5,3,5,1,65,43,43,42,3,-2,2,0.125,0,0,1,0,0,1,1,3,0,1,0,3,3,2,1,0.5,5,0,12
205,44310,9/12/2008 13:10,W,780700,179100,2139,32,4,4,6,3,1,0,0,0,3,4,55,78,23,22,32,0.5,0.25,0.5,0.5,2,3,2,77,55,55,23,3,-1,1,0.125,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,0.5,5,0,5
206,44311,9/12/2008 13:15,NW,780595,178514,2140,35,1,2,3,2,2,1,0,1,1,3,15.5,72,56.5,15.5,0.5,2,1,4,2,5,9,1,15.5,0,16,15.5,4,3,3,1.5,1,1,1,1,1,1,1,6,0,0,0,2,2,2,0,2.181,2,0,5
207,44312,9/12/2008 13:45,W,780500,178400,2200,31,6,4,6,3,3,0,0,0,3,4,16,67,51,18,2,0.5,1,1,1.5,3,4,3.5,34,16,16,14,4,-0.5,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,0.167,5,0,8.5
208,44350,9/12/2008 14:00,N,781730,190470,2390,33,1,2,2,2,1,1,0,0,2,2,59,88,29,12,11,0.5,0.5,1,1,3,2,2,71,59,59,48,3,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,1.685,3,0,11.5
209,45670,17-12-2008 11:20,N,779360,191650,2140,33,5,2,3,1,1,1,1,0,1,2,95,122,27,7,7,0.5,0.5,0.75,0.5,3,2,1,102,95,95,88,1.5,-0.5,0.5,0.125,0,0,1,0,0,0,1,2,1,0,0,3,3,3,0,1.611,3,0,0
210,45771,21-12-2008 10:30,NW,781030,178680,2221,35,2,3,5,1,1,0,1,0,2,3,71,110,39,26,9,0.5,0.25,0.75,0.25,3,4,2,71,45,80,71,3,1,1,0.375,1,0,0,0,0,0,1,1,1,1,1,3,3,3,0,1.239,4,27.5,38.5
211,46050,24-12-2008 08:30,NE,781175,189200,2500,32,5,3,4,2,2,0,0,1,2,4,47.5,80,32.5,0.5,27.5,2,1,4,2,6,6,1.5,48,47.5,47.5,20,3,1.5,1.5,1.5,0,1,1,1,1,0,1,5,0,0,0,2,2,2,0,0.667,5,0,6
212,46110,25-12-2008 09:00,N,780140,188950,2520,35,7,2,3,1,1,1,1,0,1,2,151,172,21,4,33,0.5,0.1,1,0.5,4,4,1,155,151,151,118,3.5,-2.5,2.5,0.45,0,0,1,1,0,1,1,4,0,0,0,2,2,2,0,1.359,3,0.5,1.65
213,46130,25-12-2008 10:15,N,780150,188950,2520,35,1,2,3,2,3,1,0,0,2,3,50,64,14,9.5,15,1,2,2,3,4,4,1.5,59.5,50,50,35,1.5,0,0,1,0,1,1,1,1,0,0,4,0,0,0,2,2,2,0,2.448,2,0.5,1.65
214,46811,31-12-2008 09:00,NE,785485,183130,2087,35,6,4,5,3,3,0,0,0,3,4,68,107,39,18,21,1,1,2,1,4,9,3,86,68,68,47,3.5,-0.5,0.5,0.5,0,1,0,1,0,0,1,3,0,0,0,1,1,2,-1,0.667,5,0,0
215,48330,14-01-2009 10:15,N,779312,186765,2430,20,6,4,5,3,3,0,0,0,3,4,119,155,36,23.8,5,0.5,0.5,0.75,0.5,3,4,1.5,142.8,119,119,114,3,-1.5,1.5,0.125,0,0,1,0,0,0,1,2,0,0,0,1,1,1,0,1.227,4,0,0
216,49710,23-01-2009 11:40,SE,783008,187927,1760,30,6,3,4,1,2,0,1,0,2,3,71,93,22,0.5,11,1,1,1.25,1,5,7,1,71.5,71,71,60,3.5,-2.5,2.5,0.125,0,0,1,1,0,1,1,4,0,0,0,2,2,3,-1,0.5,5,0,29
217,49750,24-01-2009 10:45,NW,788250,180725,1830,32,2,3,4,2,3,0,0,0,3,4,95,125,30,20,15,0.5,0.5,1,0.5,3,2,2,95,75,110,95,3,1,1,0.25,1,0,0,0,0,0,1,1,1,0,0,2,2,3,-1,1.455,3,11,14
218,49770,24-01-2009 10:45,E,778660,183200,2200,30,7,3,3,2,3,1,0,0,2,3,93,160,67,36,17,1,1,2,1.5,4,4,3,93,57,110,93,4,1,1,0.25,1,1,0,1,0,0,1,3,1,0,0,3,3,3,0,0.667,5,9,11
219,49810,24-01-2009 12:00,N,789580,184740,1970,35,1,1,2,1,1,1,1,0,1,1,96,112,16,16,3,0.5,0.25,2,0.5,2,1,1,112,96,96,93,1.5,-0.5,0.5,0.875,0,1,1,0,1,0,0,3,0,1,0,3,3,3,0,1.913,2,8,14
220,50090,26-01-2009 12:15,NW,781338,193040,2110,28,7,3,3,2,1,1,0,0,2,3,173,201,28,26,13,0.5,0.25,0.75,0.5,3,3,2,173,147,186,173,2.5,0.5,0.5,0.25,1,0,0,0,0,0,1,1,0,0,0,3,3,3,0,1.082,4,0,16
221,50550,29-01-2009 10:45,SW,779164,186546,2475,20,6,3,3,2,2,1,0,1,1,3,112.8,143,30.2,0.4,0.2,1,0.5,2,1,5,4,1,112.8,112.4,113,112.8,2,1,1,0.75,1,1,1,1,1,0,1,5,1,0,0,2.7,3,3,0,1.666,3,0,0
222,50710,29-01-2009 10:50,N,780100,188950,2520,33,6,4,5,2,2,0,0,0,3,4,203,220,17,17,2,0.25,0.2,1,0.2,3,2,1,220,203,203,201,2.5,-1.5,1.5,0.425,0,0,1,0,0,0,0,1,0,0,0,1.7,2,3,-1,0.5,5,0,0
223,50911,30-01-2009 09:20,N,779499,186530,2420,30,7,3,4,2,1,0,0,0,3,4,131.2,151,19.8,21.2,0.8,0.5,0.5,0.75,0.5,3,4,1.5,131.2,110,132,131.2,2,0.5,0.5,0.125,1,0,1,0,0,0,1,2,0,0,0,2.5,3,2,1,1.876,2,0,0
224,52010,5/2/2009 10:15,N,779275,186781,2430,20,7,3,5,1,1,0,1,1,1,3,153.5,207,53.5,0.5,1.5,5,1,8,2,6,9,1,154,153.5,153.5,152,1,0,0,5,0,1,1,1,1,0,1,5,0,0,0,2,2,2,0,1.857,2,0,0
225,53671,17-02-2009 09:00,S,780622,189623,2685,33,1,2,3,2,1,1,0,1,1,3,78,115,37,22,2,1.5,2,2.5,4,1,2,1,100,78,78,76,3,-2,2,1,0,1,1,0,1,1,1,5,0,0,0,2.5,3,3,0,0.667,5,16.5,20.5
226,53870,19-02-2009 11:15,S,779162,186527,2470,20,7,4,5,2,1,0,0,0,3,4,121,186,65,0.5,16,0.75,0.5,1.5,0.5,9,9,1,121,120.5,137,121,2.5,1.5,1.5,0.625,1,0,1,1,0,0,1,3,1,0,1,3,3,3,0,1.615,3,0,53
227,54510,26-02-2009 11:15,SW,779194,186530,2475,21,7,4,6,1,2,0,1,1,1,4,100,186,86,1,2,1,0.5,2,0.75,9,5,1,100,99,102,100,2.5,1.5,1.5,0.875,1,1,1,1,1,0,1,5,0,0,1,3,3,3,0,1.666,3,0,5
228,56330,13-03-2009 09:00,N,780140,188950,2525,35,4,3,3,1,3,1,1,1,1,2,148.5,172,23.5,2.5,0.5,1,1,2,2,4,9,1,148.5,146,149,148.5,3,2,2,0,1,1,1,1,0,1,1,5,1,1,0,3,3,3,0,2.278,2,9,36
229,57270,14-03-2009 09:00,E,779850,191870,2220,32,6,4,4,2,3,0,0,0,3,4,92,130,38,21,19,0.25,0.25,1,1,2,2,1.5,113,92,92,73,2,-0.5,0.5,0,0,0,1,0,0,0,1,2,0,0,0,2,2,3,-1,0.167,5,0,15
230,57491,17-03-2009 09:00,S,790340,184280,2100,24,7,3,4,1,2,0,1,0,2,3,122,148,26,9,5,0.5,1,1,2,3,7,2,122,113,127,122,2,0,0,0.75,1,0,0,0,1,0,1,2,0,0,0,1,1,2,-1,0.5,5,0,9
231,57470,17-03-2009 09:50,N,778635,185959,2405,35,3,3,4,2,2,0,0,1,2,4,48,125,77,48,1,2,1,6,2,5,9,1,48,0,49,48,2,1,1,2.5,1,1,1,1,1,0,1,5,0,0,0,1.5,2,2,0,2.491,1,0,7
232,58030,18-03-2009 10:15,W,780491,191426,2338,33,7,4,5,2,1,0,0,0,3,4,70,100,30,5,1,0.5,1,1,1,3,2,2,70,65,71,70,3.5,1.5,1.5,0.25,1,0,0,0,0,0,1,1,0,0,0,2,2,2,0,0.5,5,0,6.5
233,57650,18-03-2009 12:20,N,779200,175800,1800,27,6,5,6,3,2,0,0,0,3,4,108,135,27,1,3,1,0.25,1.5,0.75,9,7,2,109,108,108,105,2.5,-0.5,0.5,0.75,0,1,0,1,1,0,1,4,0,0,0,1,1,2,-1,0.5,5,2,10
234,58010,25-03-2009 10:00,W,781840,178025,2620,32,6,4,5,3,2,0,0,0,3,4,130,182,52,10,1,0.25,1,0.5,1,3,3,2.5,140,130,130,129,3,-0.5,0.5,0.625,0,0,0,0,0,0,1,1,0,0,1,2,2,3,-1,0.5,5,23.5,32
235,73450,19-10-2009 08:45,SE,779860,189970,2760,34,6,3,4,2,3,0,0,0,3,4,70,93,23,12,1,0.5,1,1,1,3,2,2.5,82,70,70,69,3,-0.5,0.5,0.25,0,0,0,0,0,0,1,1,0,0,0,1,1,2,-1,0.5,5,1,16.5
236,73451,20-10-2009 09:00,SE,779860,189970,2760,34,6,4,5,2,3,0,0,0,3,4,52,93,41,7,16,0.5,0.25,0.5,0.75,3,4,2.5,52,45,68,52,3,0.5,0.5,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0.833,4,0,8.5
237,73452,21-10-2009 08:45,SE,779865,189975,2760,34,6,4,5,2,3,0,0,0,3,4,65,80,15,10,0.5,0.5,1,1,1.5,3,4,2,75,65,65,64.5,3.5,-1.5,1.5,0.5,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0.667,5,0,1
238,73453,22-10-2009 08:30,SE,779865,189975,2760,33,6,3,3,1,3,1,1,0,1,2,66,82,16,3,0.5,1,1,2,1.5,4,3,1.5,66,63,66.5,66,3,1.5,1.5,0.25,1,1,1,1,0,0,0,3,0,0,1,2,2,2,0,1.703,2,0.5,0.5
239,73454,23-10-2009 09:00,SE,779865,189975,2760,33,3,3,3,2,2,1,0,0,2,3,67.5,85,17.5,3.5,0.5,0.75,1,1.5,1.5,4,3,1.5,67.5,64,68,67.5,3.5,2,2,0.125,1,0,1,1,0,1,0,3,0,0,1,2,2,2,0,0.5,5,1.5,2
240,73462,12/11/2009 9:00,N,779840,190150,2770,38,7,3,4,1,1,0,1,0,2,3,76,88,12,6,6,0.25,0.25,1,0.5,3,2,2,76,70,82,76,3,1,1,0.25,1,0,0,0,0,0,0,0,0,0,0,1,1,2,-1,1.648,3,0.15,4.15
241,74191,19-11-2009 09:00,NE,781200,189210,2500,36,7,3,4,1,3,0,1,1,1,3,44,77,33,8,9,2,1,2,1,4,5,1.5,44,36,53,44,3.5,2,2,1,1,1,1,1,1,1,1,6,0,0,0,1,1,2,-1,1.873,2,0,0
242,74197,27-11-2009 09:30,NW,780525,190225,2565,36,4,3,4,1,1,0,1,0,2,3,65,84,19,5,5,1,1,1.5,1,4,3,2,65,60,70,65,3.5,1.5,1.5,0.25,1,1,0,1,0,0,1,3,0,0,0,1,1,2,-1,1.526,3,0,4
243,74209,1/12/2009 15:00,E,784165,182900,2560,22,6,3,4,3,1,0,0,1,2,4,19,75,56,9,1,2,1,3,2,5,5,1,19,10,20,19,3.5,2.5,2.5,1,1,1,1,1,1,1,1,6,0,0,0,3,3,4,-1,1.854,2,34,50
244,74216,3/12/2009 10:30,N,781600,190200,2480,38,6,3,5,1,1,0,1,1,1,3,27,73,46,27,21,1,0.75,3,0.75,5,7,1,27,0,48,27,2.5,1.5,1.5,1.25,1,1,1,1,1,0,1,5,0,0,0,2,2,2,0,1.784,2,0,41
245,74230,3/12/2009 10:30,N,781326,190200,2460,40,7,3,3,3,2,1,0,0,2,3,66,112,46,15,1,1,1,1.5,1,4,4,2,66,51,67,66,4.5,2.5,2.5,0.25,1,1,0,1,0,1,1,4,0,0,0,2,2,2,0,0.5,5,0,41
246,74219,3/12/2009 10:45,S,781150,190092,2490,30,3,4,5,2,3,0,0,0,3,4,90,115,25,8,11,0.25,0.25,0.5,0.25,3,3,2.5,98,90,90,79,3,-0.5,0.5,0.125,0,0,0,0,0,0,1,1,0,0,0,1,1,2,-1,0.167,5,0,41
247,74218,3/12/2009 10:55,E,780630,189060,2556,41,1,2,3,1,1,1,1,1,1,2,19,81,62,19,1,2,1,3,2,4,5,1,19,0,20,19,3,2,2,1,1,1,1,1,1,1,1,6,0,0,1,2,2,2,0,1.768,2,0,41
248,74217,3/12/2009 11:00,N,780550,190250,2560,35,3,3,5,1,1,0,1,0,2,3,70,120,50,6,1,0.5,1,1,1,3,9,3,76,70,70,69,3,0,0,0.25,0,0,0,0,0,0,1,1,0,0,1,2,2,2,0,1.262,3,0,41
249,74225,3/12/2009 11:30,NE,780000,189180,2620,34,6,3,5,1,3,0,1,0,2,3,107,166,59,1,2,1,1,1.5,1.5,3,4,2,108,107,107,105,4,-2,2,0,0,1,0,0,0,1,1,3,0,0,0,2,2,2,0,0.667,5,0,39.5
250,74228,3/12/2009 14:10,NE,780990,188820,2462,32,1,3,4,2,2,0,0,0,3,4,30,83,53,9,2,0.25,1,1,1,4,3,3,39,30,30,28,4.5,-1.5,1.5,0.375,0,0,0,1,0,0,1,2,1,0,0,2,2,2,0,1.606,3,0,41
251,74231,3/12/2009 14:15,NE,781200,188520,2375,33,1,2,3,2,2,1,0,1,1,3,33,87,54,15,1,1,1,1.5,1,4,9,1.5,33,18,34,33,4,2.5,2.5,0.25,1,1,1,1,0,1,1,5,1,0,0,2,2,2,0,1.61,3,0,43.5
252,74227,3/12/2009 14:40,N,779903,189851,2700,33,7,3,3,2,1,1,0,0,2,3,100,136,36,16,20,0.5,0.75,0.5,0.75,2,2,2.5,116,100,100,80,4,-1.5,1.5,0.25,0,0,0,0,0,0,1,1,0,0,1,2.5,3,2,1,1.517,3,0,41
253,74251,11/12/2009 10:00,N,780545,190250,2560,36,7,4,6,3,1,0,0,0,3,4,82,121,39,2,17,1,0.25,1.5,0.75,3,4,2,84,82,82,65,4,-2,2,0.75,0,1,0,0,1,1,1,4,0,0,0,2,2,3,-1,1.483,3,4,22
254,74280,15-12-2009 09:30,NE,781330,187990,2290,35,4,3,4,2,3,0,0,1,2,4,52.8,98,45.2,0.2,18.8,1,0.5,2,0.75,6,4,1,53,52.8,52.8,34,2.5,-1.5,1.5,0.875,0,1,1,1,1,0,1,5,0,0,0,2,2,2,0,1.916,2,0,2
255,74319,21-12-2009 12:15,N,779840,190145,2770,38,6,3,4,2,3,0,0,0,3,4,97,131,34,3,8,1,1,1.5,2,4,9,1.5,97,94,105,97,2,0.5,0.5,0.25,1,1,1,1,0,0,1,4,0,0,1,2.3,2,3,-1,1.804,2,3,4
256,74422,7/1/2010 11:45,NW,779575,190550,2520,36,2,3,2,1,1,1,1,0,1,1,129,140,11,1,19,2,99,4,99,6,6,1,130,129,129,110,1.5,-0.5,0.5,96,0,1,1,1,1,0,0,4,0,0,0,2,2,2,0,1.162,4,0,0
257,74458,14-01-2010 10:15,N,786810,188490,2490,35,1,3,3,2,1,1,0,1,1,3,66,84,18,11,4,2,1,3,1.5,4,4,1.5,66,55,70,66,2.5,1,1,1.25,1,1,1,1,1,0,1,5,0,0,0,2,2,2,0,2.452,2,2,5
258,74563,27-01-2010 11:15,E,782220,188610,2340,37,7,3,3,2,1,1,0,0,2,3,116,135,19,8,2,0.75,0.5,1,0.75,4,4,1,116,108,118,116,3,2,2,0.25,1,0,1,1,0,1,1,4,0,0,0,1,1,1,0,1.373,3,2.5,2.5
259,74582,28-01-2010 11:00,NE,782285,178025,2514,32,4,3,1,1,1,1,1,0,1,1,160,174,14,14,47,2,1,2,2,1,1,1,174,160,160,113,1,0,0,0.5,0,1,1,0,0,0,0,2,0,0,0,2,2,2,0,1.904,2,9,11
260,74583,28-01-2010 11:30,SE,780230,189130,2520,32,6,3,3,2,1,1,0,1,1,3,75,100,25,25,2,3,0.5,4,0.5,1,1,1,100,75,75,73,4,-3,3,3,0,1,1,0,1,1,1,5,0,0,0,2.5,3,2,1,0.667,5,8,10.5
261,74659,1/2/2010 12:00,SE,778585,186230,2415,43,6,3,2,2,1,1,0,0,2,2,129,149,20,20,2,0.75,0.5,1,0.75,2,2,1,149,129,129,127,2,-1,1,0.25,0,0,1,0,0,0,1,2,1,0,1,2.5,3,2,1,0.5,5,0,2
262,74703,4/2/2010 12:10,SW,779150,186425,2440,25,1,1,2,1,1,1,1,0,1,1,65,92,27,4.7,22,0.75,2,1,3,9,9,1,69.7,65,65,43,1,0,0,1.625,0,0,1,1,1,0,1,4,1,0,1,3,3,2,1,2.483,1,2.5,5.5
263,74689,8/2/2010 10:14,W,781793,178283,2500,32,1,2,3,2,3,1,0,0,2,3,94.5,130,35.5,2.5,0.5,1.5,1,2,2,4,4,1,94.5,92,95,94.5,1.5,0.5,0.5,0.25,1,1,1,1,0,0,1,4,0,0,1,3.3,3,3,0,1.962,2,0,22.5
264,74704,8/2/2010 13:45,SE,779550,186470,2410,25,7,2,3,1,1,1,1,0,1,2,72,109,37,5,1,0.75,1,1,2,4,4,1,77,72,72,71,1,0,0,0.625,0,0,1,1,0,0,1,3,1,1,1,3,3,3,0,1.886,2,0,20.5
265,74701,9/2/2010 10:15,SE,779800,191950,2230,25,1,3,4,1,2,0,1,0,2,3,72.7,115,42.3,2.7,0.3,1,1,2.5,1.5,4,4,1,72.7,70,73,72.7,1.5,0.5,0.5,0.5,1,1,1,1,0,0,1,4,1,0,0,3,3,3,0,2.003,2,0,4
266,74699,9/2/2010 13:45,E,779365,186745,2420,23,1,2,3,1,1,1,1,1,1,2,75,115,40,5,17,1,1.5,1.5,2.5,9,9,1,80,75,75,58,1,0,0,0.75,0,1,1,1,1,0,1,5,1,1,0,3,3,3,0,2.215,2,0,2
267,74700,9/2/2010 13:50,N,781278,190149,2520,40,7,4,6,3,2,0,0,0,3,4,76,90,14,7,17,2,1,3,1.5,4,5,2,83,76,76,59,3,-1,1,1.25,0,1,0,1,1,0,0,3,1,0,0,3,3,3,0,1.857,2,0,2
268,74709,10/2/2010 9:30,W,788600,185900,2020,25,7,3,5,3,1,0,0,0,3,4,92,130,38,6,13,0.5,0.25,1.25,0.5,4,3,1,92,86,105,92,2,1,1,0.5,1,0,1,1,0,0,1,3,1,0,0,3,3,3,0,1.879,2,0,3
269,74710,10/2/2010 13:00,SW,789250,187400,2490,32,1,2,3,1,3,1,1,0,1,2,31,89,58,16,31,1.5,2,2.5,3,4,5,1,47,31,31,0,1,0,0,0.5,0,1,1,1,0,0,1,4,1,1,0,3,3,3,0,2.03,2,0,0.15
270,74727,12/2/2010 9:30,S,779150,192350,2130,25,1,2,4,1,3,0,1,1,1,3,44,76.2,32.2,15,11,1,0.5,2,1,4,4,1,44,29,55,44,2,1,1,0.75,1,1,1,1,1,0,1,5,1,1,0,3,3,3,0,2.117,2,0,6
271,74795,16-02-2010 10:30,N,778660,190115,2630,40,4,3,4,3,3,0,0,0,3,4,95,134,39,13,11,1,1,3,3,5,5,1,108,95,95,84,1,0,0,0,0,1,1,1,0,0,1,4,1,0,0,2,2,2,0,2.473,1,0,0
272,74805,16-02-2010 11:41,S,780178,183334,2660,39,3,3,4,1,3,0,1,0,2,3,72,125,53,23,2,0.25,2,0.5,2,3,4,3,95,72,72,70,4.5,-1.5,1.5,1.625,0,0,0,0,1,0,1,2,0,0,0,2.3,2,2,0,2.167,2,0,0
273,74810,16-02-2010 12:50,E,779353,186742,2430,30,1,2,3,2,1,1,0,0,2,3,86.5,124,37.5,3.5,0.5,0.75,1,1.5,1.5,4,9,1,90,86.5,86.5,86,1.5,-0.5,0.5,0.125,0,0,1,1,0,0,1,3,1,0,0,2,2,2,0,2.317,2,0,0
274,74846,24-02-2010 09:45,NW,779320,191380,2210,37,7,3,4,1,3,0,1,1,1,3,83,110,27,10,3,2,1,4,1.5,5,9,1.5,83,73,86,83,3,1.5,1.5,1.75,1,1,1,1,1,0,1,5,1,0,1,2,2,3,-1,2.103,2,0,0
275,74851,24-02-2010 13:45,N,779000,192050,2140,28,7,3,4,1,1,0,1,1,1,3,142,183,41,16,23,1,0.5,3,1.25,4,5,1,142,126,165,142,2.5,1.5,1.5,1.125,1,1,1,1,1,0,1,5,1,1,0,3,3,3,0,1.867,2,0,0
276,74861,25-02-2010 13:45,S,779490,186930,2400,30,1,3,5,2,2,0,0,0,3,4,51,92,41,12.2,0.5,1.5,1.5,3,2,9,9,1,63.2,51,51,50.5,2.5,-1.5,1.5,0.5,0,1,1,1,0,0,1,4,1,0,0,3,3,3,0,2.11,2,0,0
277,74883,28-02-2010 09:30,NE,781520,187820,2240,36,3,2,2,1,1,1,1,0,1,1,83,110,27,25,17,0.75,0.25,1.5,0.5,4,4,1.5,83,58,100,83,2.5,1,1,0.75,1,0,1,1,1,0,1,4,1,1,1,3,3,3,0,1.749,2,0,21
